art_sifra,agp_id,sifra,vpc,aktivan,stanje,art_naziv,kataloski,grupanaziv,proizvodjac,hash
111751,6,100117,137.692,0,0,SEAGATE SV35 1000GB; ST1000VX000; 64MB SATA3,ST1000VX000,Hard diskovi,Seagate,6b6962ff59e5d8c673815a73ad77dda2
111752,6,100117,175.684,0,0,"SEAGATE Barracuda 2000GB, ST2000DM001, 64 MB SATA3",ST2000DM001,Hard diskovi,Seagate,5158dc9a0ab7bd4170e034eeb8a8741a
111753,6,100117,194.701,0,0,SEAGATE SV35 2000GB; ST2000VX000; 64 MB SATA3,ST2000VX000,Hard diskovi,Seagate,727a3940e2025d07e4bd2829f99facf2
111754,126,100018,359.915,0,0,Nikon CoolPix L610 Crni,L610C,Fotoaparati,Nikon,b2d74d129591854c964a4ce93c73a7da
111755,126,100018,378.932,0,0,Nikon CoolPix L610 Silver,L610S,Fotoaparati,Nikon,9f16fc8ef2e7af7ceeaf75fa5f1be980
111756,126,100018,283.932,0,0,Nikon CoolPix S01 Ultracompact Bijeli,a01b,Fotoaparati,Nikon,5bce78146413e36e7d01a8f682254a05
111757,126,100018,170.0,0,0,Nikon CoolPix S01 Ultra Compact Pink,s01p,Fotoaparati,Nikon,afe2de247cabcc15680502987575872c
111758,60,100000,1248.803,0,0,"HP Compaq Elite 8300, B0F45EA",B0F45EA,Brand računari,HP,3af9f2b72671a148aa0fa317777c81b5
111759,126,100018,283.932,0,0,Nikon CoolPix S6300 Crveni,s6300crv,Fotoaparati,Nikon,c17e9d74dcb48df77827dfbb2bf05c26
111760,126,100018,283.932,0,0,Nikon CoolPix S6300 Crni,s6300crn,Fotoaparati,Nikon,6d013d12227d361d41586dd272d1fea9
111761,126,100018,283.932,0,0,Nikon CoolPix S6300 Pink,s6300pin,Fotoaparati,Nikon,7775273c363cdd22dd0019bf573d599d
111762,126,100018,283.932,0,0,Nikon CoolPix S6300 Zlatni,s6300z,Fotoaparati,Nikon,330b52fe2b2bf0fc780bc2e396c3e3d0
111763,126,100018,397.906,0,0,Nikon CoolPix S6400 Crni,s6400crn,Fotoaparati,Nikon,0dc3560a7641b7e0aecf481a0fc3ee2b
111764,126,100018,340.94,0,0,Nikon CoolPix S6400 Crveni,s6400crv,Fotoaparati,Nikon,fb7f1bc096995344688535a4d00e3e90
111765,126,100018,340.94,0,0,Nikon CoolPix S6400 Ljubičasti,s6400lju,Fotoaparati,Nikon,2e88776173d1efafe9f631bd0bdb8943
111766,126,100018,340.94,0,0,"Nikon CoolPix S6400 Srebreni,",s6400sre,Fotoaparati,Nikon,d800ea154321fd6f2ed8cbf6273b48f8
111767,219,,0.427,0,0,Rukavice higijenske,,,,d68be794ad1fdc50e5763816a0ba505f
111768,126,100018,521.368,0,0,Nikon CoolPix S800c Bijeli,s800cbje,Fotoaparati,Nikon,a7c7692a59cc3cf7b1a9d2feaddcdc21
111769,126,100018,521.368,0,0,Nikon CoolPix S800c Crni,s800ccrn,Fotoaparati,Nikon,e00320d74d5b9dd2d13d6afd55f2c66d
111770,126,100018,473.889,0,0,Nikon CoolPix S9300 Crni,s9300crn,Fotoaparati,Nikon,2b741ad635874f82f34e2bd9c3d922e4
111771,126,100018,426.41,0,0,Nikon CoolPix S9300 Crveni,s9300crv,Fotoaparati,Nikon,c3a1f3ffef543ac8ef7a6ff760358df9
111772,126,100018,426.41,0,0,Nikon CoolPix S9300 Plavi,s9300plv,Fotoaparati,Nikon,c2254e99beef0233e31497d8689e1a47
111773,126,100018,426.41,0,0,Nikon CoolPix S9300 Srebreni,s9300sre,Fotoaparati,Nikon,b1dcf894f7fe70d437749da3a9910845
111774,3,100008,769.231,0,0,Toshiba Satellite C850-13H,PSKCAE-01R00W,Laptopi,Toshiba,264abbd09197de5145e1335a4b4731ec
111775,129,100000,47.009,0,0,HP HZ550E Produžetak Garancije 1/3,HZ550E,Produženje garancija za laptope,HP,5021f7cf3abdddc8e33568e44f57b76c
111776,51,100027,23.761,0,0,Digitus DS-33150 kabal SATA-IDE,DS-33150,Adapteri i kontroleri,Digitus,6b893d1e363540bca00c0ceb602e8e3e
111777,63,100018,369.402,0,0,Nikkor objektiv 18-55mm F3.5-5.6G AF-S DX VR,18-55mm F3.5-,Objektivi za fotoaparate,Nikon,d1e6aebae05aa8b320b184ec4e03e354
111778,126,100002,283.932,0,0,Canon PowerShot A4000 IS Plavi,a4000pla,Fotoaparati,Canon,c0f98e0942aa8cf1776c767dc25df543
111779,126,100002,274.444,0,0,Canon PowerShot A4000 IS Pink,6151B002AA,Fotoaparati,Canon,5c40c0859fcab8a3d6538949b649161c
111780,126,100002,217.479,0,0,Canon PowerShot A4000 IS Crveni,a4000crv,Fotoaparati,Canon,9e67e691a37e8967512b5e9c7de5379b
111781,126,100002,388.419,0,0,Canon PowerShot SX230 HS Crni,5043B002AA,Fotoaparati,Canon,fcf8e18c4a6e3a808acf6f16010f2b44
111782,126,100002,388.419,0,0,Canon PowerShot SX230 HS Plavi,5044B002AA,Fotoaparati,Canon,189bb404b1e8493b09a129ac24c91de1
111783,354,100107,118.803,1,0,UPS baterija GP12170,GP12170,Home UPS uređaji,APC,39f4ece438bd7a3cbe4de31735d429ef
111784,73,104523,7.692,0,0,Hama Foto Torba SYSCASE 60H Crna,SYSCASE 60H,Torbe za fotoaparate,Hama,fbbbf8545b2029ca729870994b4fe6ce
111785,105,100035,1091.154,0,0,Televizor Sony LED TV KDL-42EX440,KDL-42EX440,Televizori,Sony,1ac3ce50746b5eb94e37ef2510cb869f
111786,5,100007,90.214,0,0,Asus MB P8H61-M LX3 R2.0/C/SI; LGA1155; Intel H61,,Matične ploče,Asus,e0eed6007eef9417a6b036729b3c48c7
111788,26,100000,540.342,0,0,HP Color LaserJet MFP Pro 200 M276n (CF144A),CF144A,Laserski multifunkcijski printeri,HP,aae97096c3f3cff63de7a22c96c1df98
111789,1,100000,170.0,0,0,HP toner CF210A (131A) Black,CF210A,Toneri originalni,HP,647465d85627c9df7c0e94b388c389c6
111790,1,100000,217.479,0,0,HP toner CF211A (131A) Cyan,CF211A,Toneri originalni,HP,fc39ed773382fc07ae2984000e6f19c2
111791,1,100000,217.479,0,0,HP toner CF212A (131A) Yellow,CF212A,Toneri originalni,HP,7a4143a56dcecf55b439d1fff562a17d
111792,1,100000,217.479,0,0,HP toner CF213A (131A) Magenta,CF213A,Toneri originalni,HP,22169f81c017359ff8841c45d4314535
111802,108,104010,1613.504,0,0,Apple iPad Wi-Fi 32GB NEW 4G Black,MD367HC/A,Tableti,Apple,68399fa50d9714a809d47792b803032e
111803,134,100035,104.444,0,0,Sony Baterija NP-FV50,NPFV50.CE,Baterije i punjači za fotoaparate,Sony,776c574cec7e124325cde4d7b899936f
111804,134,100035,207.991,0,0,Sony Baterija NP-FV70,NPFV70.CE,Baterije i punjači za fotoaparate,Sony,72b1576d279b56efdc1e84950c5ba591
111805,134,100035,236.453,0,0,Sony Baterija NP-FV100,NPFV100.CE,Baterije i punjači za fotoaparate,Sony,7ba7ddea8110f52aee87e12f1da7f590
111806,60,100000,0.043,0,0,"HP Pro 3405 MT, LH133EA",LH133EA,Brand računari,HP,f2941892a407751777be15a6e0e71c1f
111807,60,100000,1281.111,0,0,HP Pro 3500 MT + 20'' LCD (QB294EA),QB294EA,Brand računari,HP,56a639e7e77338715374777f188752a8
111808,60,100000,0.043,0,0,"HP Compaq Pro 6200P, XY252EA",XY252EA,Brand računari,HP,8c1e7fb3ecbc570b36308d8a449afede
111809,60,100000,1328.59,0,0,HP Pro 3500 MT + 20'' LCD (QB290EA),QB290EA,Brand računari,HP,d661ab45cbebfad20e33c8c6917f5962
111810,60,100000,1309.573,0,0,"HP Compaq Pro 6300 MT (B0F56EA), Windows 7 Pro 64bit",B0F56EA,Brand računari,HP,e91ac2d491b3ec32855b4649791b5c1c
111811,60,100000,0.043,0,0,"HP Compaq PC 8200 SFF, XY133EA",XY133EA,Brand računari,HP,8a795d2f091dd4dd07fe6ef3da7b631d
111812,60,100000,1452.051,0,0,"HP Compaq Elite 8300, B0F41EA",B0F41EA,Brand računari,HP,a3073a6ac892247aa80d0f75a9d4d3ca
111813,60,100000,1518.504,0,0,"HP Compaq Elite 8300 CMT (B0F31EA), Windows 7 Pro 64bit",B0F31EA,Brand računari,HP,188adde08abbe9cf5a5f4c5da36430c6
111815,284,100009,730.299,0,0,Lenovo 24 LT2452P LCD Monitor,T20MNEU,Monitori,Lenovo,f65c70eae881807df294c0a23a18e7ce
111816,108,100007,549.872,0,0,ASUS Nexus 7 1B024A Tablet,90OK0MI110064,Tableti,Asus,12eb1d50e2f3816b72402b78e96ae02d
111817,4,100012,170.94,0,0,AMD Athlon II X3 450 3.2GHz Socket AM3,ADX450WFGMBOX,Procesori,AMD,b8bdfdf7432dfe2f93d2f06082ee8406
111818,3,100000,901.239,0,0,HP Pavilion g7-1360sm (B1H17EA),B1H17EA,Laptopi,HP,caf2e288beecd0a5d4dfa0abfd2e9fcc
111819,22,100000,359.915,0,0,HP Color LaserJet Pro 200 M251n (CF146A),CF146A,Laserski printeri,HP,e9d527b85bf9f43bff3877e4e1bc5388
111820,22,100000,445.385,0,0,HP Color LaserJet Pro 200 M251nw (CF147A),CF147A,Laserski printeri,HP,ad9ddea0646048f7e2a98a26452b3852
111821,3,100000,1357.094,0,0,HP Probook 4330s (A6D89EA),A6D89EA,Laptopi,HP,0838bb83602e3112d1b252b2ecbb8184
111822,51,100027,170.0,0,0,Digitus DS-42300 HDMI Splitter 4 portni,DS-42300,Adapteri i kontroleri,Digitus,be9596070c874ccbb5fc7f50e9751986
111823,3,100006,853.761,0,0,Acer Aspire V3-571 (NX.RYFEX.009),NX.RYFEX.009,Laptopi,Acer,bc1367db0f3f4cf8a0b99bed9369bf15
111825,302,100072,80.726,0,0,Vivax sokovnik AJ-700,,Sokovnici i sjeckalice,Vivax,c4d25f3a33c4d75f836ad81a5cbe7f00
111826,95,100072,80.726,0,0,Vivax usisavač VCC-2000WP,,,Vivax,ab9aaaf42b6af0ccf6c6e6a8ebd275d8
111829,108,114513,188.974,0,0,Prestigio Multipad Pro PMP3170B 7'' Tablet,PMP3170B,Tableti,Prestigio,1b52053109165c4771fb22c50fa03731
111830,3,100008,1024.701,0,0,Toshiba Satellite C855-1CL,PSKCEE-01800S,Laptopi,Toshiba,62d6a7a97d7dd90020bf95e6772b429a
111831,3,100008,1158.59,0,0,Toshiba Satellite C855-1CC,PSKCEE-01D00S,Laptopi,Toshiba,09fb15dcb47d0b924bcdeb969c9a27dc
111832,3,100008,1348.547,0,0,Toshiba Satellite L855-12R,PSKAEE-00D009,Laptopi,Toshiba,db0a6a9979c54df85df792ae65088aa0
111833,3,100008,796.752,0,0,Toshiba Satellite C850D-10K,PSC9UE-002007,Laptopi,Toshiba,f2058315fe708a8488bb4b5b0b695bc0
111834,3,100008,1309.573,0,0,Toshiba Satellite L870-143,PSKBJE-00200N,Laptopi,Toshiba,c2e43776e1300b0e05c305551b303c91
111837,273,100004,644.829,0,0,Samsung I9300 Galaxy S III Bijeli,GT-I9300RWDER,Mobiteli,Samsung,94190e703f86185469a506ba989e8112
111839,17,125254,17.949,0,0,A4Tech headset HS-50,,Slušalice,A4TECH,1bce358abedffa6f49a4fbc08f04162f
111840,17,125254,21.368,0,0,A4Tech headset HS-60,,Slušalice,A4TECH,f5981fb02802b859a8b062d2735c78fe
111842,47,100084,80.726,0,0,ThermalTake Hladnjak za CPU Contac 30; CLP0579,CLP0579,Hladnjaci i termalne paste,ThermalTake,651b3abb7c82cadf4426d47e25a402c2
111843,106,110070,17.094,0,0,SBOX nosač za TV LCD-2900B,LCD-2900B,Nosači i oprema za televizore,SBOX,8cef0974582b98dca83b8cd7bd8166da
111844,5,100007,20.513,0,0,"Asus MB M3N78-CM; AM2+, NVIDIA GeForce 8200",M3N78-CM,Matične ploče,Asus,e7f4c9a900ba70b15e47efae8b2c00c2
111845,113,100001,327.65,0,0,"Kingston SSD drive, HyperX 3K 240GB; SH103S3/240G",SH103S3/240G,SSD diskovi,Kingston,1ef7e3ed453e10eeeb1512c9f4708ae9
111846,126,100002,340.94,0,0,Canon IXUS 125 HS Crni,125 hs Crni,Fotoaparati,Canon,5e8e6cef2d78aa28b98beb3ef2815eb0
111847,126,100002,293.462,0,0,Canon IXUS 125 HS Crveni,6043B001BA,Fotoaparati,Canon,eee1e35a23fb48439ed6e2c6c335982b
111848,126,100002,293.462,0,0,Canon IXUS 125 HS Plavi,6046B001BA,Fotoaparati,Canon,17e31c2b2c9aac9e0431377fbe7e09f8
111849,126,100002,340.94,0,0,Canon IXUS 125 HS Zeleni,6052B001BA,Fotoaparati,Canon,9d0a7c4cc967ee0e323df0bccc611f0e
111850,126,100002,340.94,0,0,Canon IXUS 125 HS Srebreni,6037B001BA,Fotoaparati,Canon,3e0807169e43e623678950ed00222d66
111851,3,100006,663.803,0,0,Acer Aspire E1-531 (NX.M12EX.090),NX.M12EX.090,Laptopi,Acer,d3bfa7ae204960b70b4f2c20d71a9bd9
111852,105,100008,787.265,0,0,TOSHIBA LED TV 32RL938G,32RL938G,Televizori,Toshiba,5c1a53a26e61ce8850ca3e045d18f0d4
111853,33,100058,7.692,0,0,Transcend MC MicroSD 4GB Class 4 - bez adaptera,TS4GUSDC4,Memorijske kartice,Transcend,338050293072f3b7ef6c3a9068186b42
111854,33,100058,11.966,0,0,Transcend MC MicroSD 8GB Class 4 - bez adaptera,TS8GUSDC4,Memorijske kartice,Transcend,c181e4884b86a11008d8ac0891d4b9bb
111855,3,100006,920.214,0,0,Acer Aspire V3-731 (NX.M34EX.005),NX.M34EX.005,Laptopi,Acer,e9f77d101b18878e6c66b84f46254058
111856,355,100080,18.803,0,0,"BitDefender Anti-Virus Plus 1 korisnik, 1 godina, licenca",,Antivirusni software,BitDefender,18d20a4b168a04f717d34974d66b07eb
111857,14,100016,35.043,0,0,Genius zvučnici SW-M2.1 350,31730959100,Zvučnici za PC,Genius,6a043d43e7c20f5e43c5409c2bd18bbc
111858,16,100016,23.761,0,0,"Genius desktop set KM-110X, USB",31330026121,Desktop setovi,Genius,476ddde2f3ed172b2e73ecdcf866a352
111859,16,100016,19.658,0,0,"Genius desktop set KM-200, USB",31330200116,Desktop setovi,Genius,abb012a0d0d6fc12b3ec257d1b009d2b
111860,13,100016,9.402,0,0,"Genius miš DX-150, USB",31010231100,Miševi i podloge,Genius,70031f3030b54f00d007122fde90d52b
111861,32,100058,11.111,0,0,Transcend USB stick 4GB JetFlash 350,TS4GJF350,USB flash stickovi,Transcend,7c48f0400cea84b971ce4da3722788b2
111862,32,100058,11.111,0,0,Transcend USB stick 8GB JetFlash 350,TS8GJF350,USB flash stickovi,Transcend,be806bce283ee9a2d4e2fea66798a4d5
111864,70,100017,492.863,0,0,Panasonic fax KX-FLM663HX,KX-FLM663HX,Telefoni i fax uređaji,Panasonic,d8847b80908719c036c311b8a174a50d
111865,29,100002,521.368,0,0,Canon Legria HF R306 HD kamera+Torbica+Kartica 4GB+baterija,HF R306 HD+,Video kamere,Canon,7c06c69a2339c6ff4720a92883db3ba2
111866,126,100018,758.803,0,0,Nikon 1 J1 + 10-30mm VR Crveni,10-30mmVR Crv,Fotoaparati,Nikon,272876ee1ccfd3345c1a7ead02ec6368
111867,126,100018,1091.154,0,0,Nikon D3100 + 18-55VR + 55-200mmVR,d3100duble,Fotoaparati,Nikon,3bf13125485e30108a3f92f6c39855c2
111868,126,100018,170.0,0,0,Nikon CoolPix S01 Ultra Compact Crni,S01crn,Fotoaparati,Nikon,1fdce61be78107110f3ddfd1d32cc37c
111869,126,100018,170.0,0,0,Nikon CoolPix S01 Ultra Compact Crveni,s01crv,Fotoaparati,Nikon,edc264680785539bb0a8d65b79c7d0ba
111870,73,101843,17.094,0,0,Lowepro Santiago 10 Crna,Santiago10c,Torbe za fotoaparate,Lowepro,f7ae1d70bad28a76bfcd632f3290f325
111871,73,101843,27.35,0,0,Lowepro Stockholm 110 Crna,Stockholm110c,Torbe za fotoaparate,Lowepro,1e36e69617232af3ec0e85e7e501d4f7
111872,108,124405,331.453,0,0,ARCHOS A101XS WH 10'' TABLET 16GB+Coverboard Tastatura,502149,Tableti,ARCHOS,d7c09f2b8bb0b100535da6677e83e830
111873,60,100752,1262.094,0,0,"Dell Optiplex 790 DT, X037900105E",X037900105E,Brand računari,Dell,da5e3ea4ba71569271a2db04bf445d8e
111874,58,107096,33.333,0,0,Targus torba za laptop TBC055EU Limited Edition - 16'',TBC055EU,Torbe za laptope,Targus,42d9add077b677e4c5137b018324041e
111875,58,107096,52.222,0,0,Targus torba za laptop BEU3160 + miš - 18,BEU3160,Torbe za laptope,Targus,eff18f5ac5d8de86a0d9b639f75305c0
111876,136,100004,20.513,0,0,Samsung externi zvučnik za mobitel Bijeli,A08628,Blicevi i oprema za fotoaparate,Samsung,6484ec840cf7fe4791f1ffa93bf7bdc7
111877,49,100004,20.513,0,0,Samsung externi zvučnik za mobitel Crni,A08627,Bluetooth zvučnici,Samsung,155358222db6cd6a30435d8c5ac743d4
111878,32,100058,8.547,0,0,"Transcend USB3.0 stick 32GB JetFlash 700, TS32GJF700",TS32GJF700,USB flash stickovi,Transcend,f9de64d1e30b9a09969590c2d1688578
111879,32,100058,9.402,0,0,"Transcend USB3.0 stick 8GB JetFlash 700, TS8GJF700",TS8GJF700,USB flash stickovi,Transcend,befb406716d1ab147fcee5131afab4f9
111880,96,100058,118.718,0,0,"Transcend Externi 1TB, TS1TSJ25M3B, 2.5, USB 3.0",TS1TSJ25M3B,Eksterni SSD i HDD,Transcend,56421d8c3c2b5987f54ef0fe34556ac6
111881,115,100002,294.402,0,0,Canon Lampa LV-LP35,,Oprema za projektore,Canon,c5cc1a18fa44f5dcf68ca50060c0adaf
111882,38,100002,920.214,0,0,Canon projektor LV-7292S + Lampa LV-LP35,,Video projektori,Canon,8590c5ea1ec34b5f9b7912a55fc757e6
111884,6,100039,167.137,0,0,"WD SCORPIO Blue 1TB, WD10JPVT; 8 MB; Sata 3",WD10JPVT,Hard diskovi,Western Digital,b2d19807725c925cfd1110498a6079d2
111885,59,100027,2.564,0,0,"Digitus AK244 kabal 3,5M/2FCH 2m audio",AK244,Kablovi za PC/NET/TV,Digitus,d307e0934447dd4c169abfca69101cad
111886,59,100027,5.983,0,0,"Digitus AK243-10 3,5M/2MCH 10m audio",AK243-10,Kablovi za PC/NET/TV,Digitus,9f26ff74eaea4b2fc9fe9b8f50e94a9a
111888,3,100006,663.803,0,0,Acer Aspire E1-531 (NX.M12EX.092),NX.M12EX.092,Laptopi,Acer,bf45da3435a63489b32eb8448b60287a
111890,90,000079,664.786,0,0,"Imtec HOME, AMD X4 3870K 3.00 GHz",111890,IMTEC računari,IMTEC d.o.o. Sarajevo,873f5899460544a52839a4474a6c6185
111891,3,100752,835.726,0,0,Dell Inspiron N3520 (272145109),272145109,Laptopi,Dell,dade96ccbcf31cec392ccbf044e56cb9
111892,3,100752,921.197,0,0,Dell Inspiron N3520 (272145102),272145102,Laptopi,Dell,63d8069ce76cda3012cad1502ecd1f4f
111893,3,100752,1043.675,0,0,Dell Inspiron N3520 (272145110),272145110,Laptopi,Dell,a14041f80fe16aa2ce37571d0dc6422a
111894,3,100752,1196.581,0,0,Dell Inspiron N3520 (272145105),272145105,Laptopi,Dell,78ea1ce74456c8468fcc5338218025ae
111895,3,100752,1281.111,0,0,Dell Inspiron N5520 (272145103),272145103,Laptopi,Dell,2eaf914014bb0913bfad24bda745dbab
111896,3,100752,1404.573,0,0,Dell Inspiron N5520 (272145107),272145107,Laptopi,Dell,4f11fac13a224709b48e2b4e6ebb849a
111897,3,100752,1689.444,0,0,Dell Inspiron N5520 (272145106),272145106,Laptopi,Dell,c748cb7634c2d432ad1d2cbdcac7bc54
111898,3,100752,2116.795,0,0,Dell Inspiron N7520 (272145111),272145111,Laptopi,Dell,cb35f455939c10b2539a2159212b18c7
111899,3,100752,1404.573,0,0,Dell Inspiron N5720 (272145112),272145112,Laptopi,Dell,dd63d2922b7e62147ec0b2c62e678ecc
111900,3,100752,1518.504,0,0,Dell Inspiron N5720 (272145113),272145113,Laptopi,Dell,cfa6125d6b52aa786073619bfdd5fce7
111901,3,100752,1803.419,0,0,Dell Inspiron N5720 (272145104),272145104,Laptopi,Dell,9cccb0025f76ab56eebc2c4bf507d911
111902,3,100035,948.718,0,0,Sony VAIO E1512E6EW,E1512E6EW,Laptopi,Sony,e717e66cc8ec50d2252cca16eed2b597
111903,3,100035,1233.632,0,0,Sony VAIO E1512E1EW,E1512E1EW,Laptopi,Sony,b60b475835a775f2e41f181be10e68d5
111904,3,100035,1518.504,0,0,Sony VAIO E1512P1EB,E1512P1EB,Laptopi,Sony,8cc121298ebd3a2930db2cee5639b3f0
111905,3,100035,2259.274,0,0,Sony VAIO S1312K3EW,S1312K3EW,Laptopi,Sony,14d7af31bcdde3d7f1b61cd992aa625e
111906,3,100035,2278.248,0,0,Sony VAIO S1512S1ES,S1512S1ES,Laptopi,Sony,07eb59a2eea5dd1ebb0b6af65fd0ef56
111907,3,100006,1708.462,0,0,Acer Aspire V3-771G (NX.M1WEX.046),NX.M1WEX.046,Laptopi,Acer,d0658f8d0e54b8c294655c4939895528
111908,3,100008,996.197,0,0,Toshiba Satellite C850-1CC,PSCBYE-01F00G,Laptopi,Toshiba,b934a9f35b945d798685c0cfd8821373
111909,3,100008,996.197,0,0,Toshiba Satellite C870-17H,PSC8CE-00F00H,Laptopi,Toshiba,7acb837e7b91d95c66949ca4e5390683
111910,170,110415,0.043,0,0,Micronet IP telefon gateway SP5002A/S,SP5002A/S,VOIP oprema,Micronet,b0debce8628215f5f6316ae9a49cb76c
111911,3,100000,1358.034,0,0,HP Probook 4540s (C4Z13EA),C4Z13EA,Laptopi,HP,63ef3032e41e630386ae5af357e89b52
111912,3,100000,1214.615,0,0,HP Probook 4540s (B6N94EA),B6N94EA,Laptopi,HP,f5188e0fffc81f19ac48b8ac3a8ffba7
111913,3,100000,996.197,0,0,HP Probook 4540s (C4Y86EA),C4Y86EA,Laptopi,HP,0662ed4e225fb22f6a7ec4a942b72d81
111914,3,100000,1376.068,0,0,HP Probook 4540s (B6N37EA),B6N37EA,Laptopi,HP,559eab414e871e989767d2949925d673
111915,3,100000,1328.59,0,0,HP Probook 4540s (B6N39EA),B6N39EA,Laptopi,HP,ecc57e3b2c59d517f873283c1a409560
111916,3,100000,1233.632,0,0,HP Probook 4740s (C4Z39EA),C4Z39EA,Laptopi,HP,a681edc8e195ac0cb039782477b63b90
111917,3,100000,1471.026,0,0,HP Probook 4740s (B6N52EA),B6N52EA,Laptopi,HP,46c20dd115d59931ce2a5fd6f8e82232
111918,3,100000,1452.991,0,0,HP Probook 4740s (C4Z48EA),C4Z48EA,Laptopi,HP,bc3c59220d7a350b864b82d70f7b26a0
111919,3,100000,1480.513,0,0,HP Probook 4740s (B6N55EA),B6N55EA,Laptopi,HP,c11129e3c13c47a7e0e691a0951a17f6
111920,3,100000,1328.59,0,0,"HP Probook 4740s (C4Z51EA), A5S20AV",C4Z51EA,Laptopi,HP,2b2e8a6a9da8a0846c24f86626f9f474
111921,3,100000,901.239,0,0,HP Pavilion g7-2250sm (C4W38EA),C4W38EA,Laptopi,HP,1a143f8e634621d54789913856716f26
111926,113,100001,207.991,0,0,"Kingston SSD drive, HyperX 3K 120GB; SH103S3B/120G (3,5 Kit)",SH103S3B/120G,SSD diskovi,Kingston,31391bd68685b3f81e13fde32b9df566
111934,3,100006,1063.632,0,0,Acer V5-531G (NX.M4JEX.005),NX.M4JEX.005,Laptopi,Acer,b9c54a0c7fac9268b5e5f39f6a46baea
111935,3,100006,1214.615,0,0,Acer V5-571G (NX.M4WEX.022),NX.M4WEX.022,Laptopi,Acer,3b37c1f953651a45dca572762b9a7567
111936,3,100006,1395.043,0,0,Acer Aspire V3-571G (NX.RZPEX.006),NX.RZPEX.006,Laptopi,Acer,3e92f767e53afa6ab93828ff17641330
111937,3,100008,1205.128,0,0,Toshiba Satellite U840-10Q,PSU4WE-00C016,Laptopi,Toshiba,ea5fed522c746cd9decaf2ec7db1874f
111938,3,100008,758.803,0,0,Toshiba Satellite C855-1D1,PSKCAE-02S00Q,Laptopi,Toshiba,90372544b3c8b712d5064cc3ada52a1e
111939,3,100008,788.205,0,0,Toshiba Satellite C855-1T2,PSKCAE-06200W,Laptopi,Toshiba,ae6acf901eb87f867468a9d7b34cb5b9
111940,126,100018,112.991,0,0,Nikon CoolPix L25 Bijeli,L25bij,Fotoaparati,Nikon,ca0defd6dc2612a71da07c6e60af60b0
111941,126,100018,112.991,0,0,Nikon CoolPix L25 Crni,L25crn,Fotoaparati,Nikon,67f81362318fe3cd06da8b2cdff97424
111942,37,100021,19.658,0,0,Canyon gamepad CNG-GP04N,CNG-GP04N,Oprema za game konzole i PC,Canyon,70b92e5cad44291923be5b1da48d0f1a
111943,126,100018,112.991,0,0,Nikon CoolPix L25 Silver,l25sil,Fotoaparati,Nikon,a553c256a293aef8cc8b2b920b9e4eed
111944,3,100006,692.308,0,0,Acer Aspire E1-531 (NX.M12EX.036),NX.M12EX.036,Laptopi,Acer,8c707064377956399a63d9a896fd8c54
111945,13,100021,12.821,0,0,Canyon miš CNL-CMSO01 Chrome,CNL-CMSO01,Miševi i podloge,Canyon,e6cece5b8457379e0290b8d9a07ce647
111946,13,100021,18.803,0,0,Canyon miš CNL-CMSOW01 Chrome,CNL-CMSOW01,Miševi i podloge,Canyon,dbc4bce8e59217d1210da8845f75ccb6
111948,236,119329,692.308,0,0,"Adobe Acrobat XI Standard, licenca, 1 korisnik",,Adobe,Adobe,47a3f69e32f4fee582df6d4e6214e5f5
111949,51,100032,5.128,0,0,Gigatech Bluetooth BT-07,BT-07,Adapteri i kontroleri,Gigatech,da74a831f665f0ba79ae3459c995952f
111950,31,100032,6.838,0,0,Gigatech transmiter OR-201,OR-EP201,MP3-MP4 playeri,Gigatech,cfd048eb2bde97f18ca629868ec9f24d
111951,1,100003,245.983,0,0,Lexmark Photoconductor Kit C734X24G (4-pack),C734X24G,Toneri originalni,Lexmark,c7aad4771e5e13276b8e3a1fcd241466
111952,1,100003,21.368,0,0,Lexmark Waste Container C734X77G,C734X77G,Toneri originalni,Lexmark,4df93020555912e64b0a9c376e7a795a
111953,3,100000,701.795,0,0,HP 650 (B6N59EA),B6N59EA,Laptopi,HP,7c86ef46abbefb6bdd8cf8cc5e56fa04
111954,3,100008,1404.573,0,0,Toshiba Satellite L850-18U,PSKDNE-00S00R,Laptopi,Toshiba,423cca1e57d7ece1a9fd2987f2c62a64
111955,155,,0.598,0,0,Hemijska olovka Adria srebrna,000019015,Olovke i markeri,,a94674f8808795f1bf1f200296581b44
111956,3,100007,1613.504,0,0,Asus K56CM-XX015,K56CM-XX015,Laptopi,Asus,4811d4adc02a29240d9bb189540243de
111957,3,100008,1547.949,0,0,Toshiba Satellite L850-1HR,PSKG8E-02400E,Laptopi,Toshiba,089918c30ffb87681d2e3f4ff169c95a
111958,3,100009,1063.632,0,0,Lenovo B580 (59343526),59343526,Laptopi,Lenovo,badc226a83437c5d97fe685ddfa82edd
111959,3,100009,1357.094,0,0,Lenovo B580 (59352392),59352392,Laptopi,Lenovo,a2c8b6659334c00222706e3637bfefb7
111960,3,100009,1423.547,0,0,Lenovo B580 (59341623),59341623,Laptopi,Lenovo,a3a6c53288ff938090511c0db9ffa98c
111961,8,100010,109.231,0,0,"GIGABYTE nVidia Ge Force GT610 2GB DDR3, GV-N610D3-2GI",GV-N610D3-2GI,Grafičke kartice,Gigabyte Technology CO LTD,baedb462d80fea9b685c8d72a6df7f2f
